date,/SRAU3,dd,mm,yyyy
2021-06-08,99.48,8,6,2021
2021-06-07,99.455,7,6,2021
2021-06-04,99.465,4,6,2021
2021-06-03,99.42,3,6,2021
2021-06-02,99.465,2,6,2021
2021-06-01,99.44,1,6,2021
2021-05-28,99.455,28,5,2021
2021-05-27,99.45,27,5,2021
2021-05-26,99.475,26,5,2021
2021-05-25,99.48,25,5,2021
2021-05-24,99.44,24,5,2021
2021-05-21,99.415,21,5,2021
2021-05-20,99.425,20,5,2021
2021-05-19,99.385,19,5,2021
2021-05-18,99.42,18,5,2021
2021-05-17,99.42,17,5,2021
2021-05-14,99.42,14,5,2021
2021-05-13,99.415,13,5,2021
2021-05-12,99.38,12,5,2021
2021-05-11,99.465,11,5,2021
2021-05-10,99.485,10,5,2021
2021-05-07,99.485,7,5,2021
2021-05-06,99.425,6,5,2021
2021-05-05,99.415,5,5,2021
2021-05-04,99.405,4,5,2021
2021-05-03,99.385,3,5,2021
2021-04-30,99.36,30,4,2021
2021-04-29,99.355,29,4,2021
2021-04-28,99.35,28,4,2021
2021-04-27,99.335,27,4,2021
2021-04-26,99.36,26,4,2021
2021-04-23,99.37,23,4,2021
2021-04-22,99.395,22,4,2021
2021-04-21,99.395,21,4,2021
2021-04-20,99.415,20,4,2021
2021-04-19,99.39,19,4,2021
2021-04-16,99.375,16,4,2021
2021-04-15,99.4,15,4,2021
2021-04-14,99.33,14,4,2021
2021-04-13,99.35,13,4,2021
2021-04-12,99.275,12,4,2021
2021-04-09,99.31,9,4,2021
2021-04-08,99.335,8,4,2021
2021-04-07,99.32,7,4,2021
2021-04-06,99.285,6,4,2021
2021-04-05,99.195,5,4,2021
2021-04-02,99.16,2,4,2021
2021-04-01,99.255,1,4,2021
2021-03-31,99.235,31,3,2021
2021-03-30,99.26,30,3,2021
2021-03-29,99.28,29,3,2021
2021-03-26,99.345,26,3,2021
2021-03-25,99.385,25,3,2021
2021-03-24,99.37,24,3,2021
2021-03-23,99.35,23,3,2021
2021-03-22,99.335,22,3,2021
2021-03-19,99.32,19,3,2021
2021-03-18,99.345,18,3,2021
2021-03-17,99.4,17,3,2021
2021-03-16,99.335,16,3,2021
2021-03-15,99.32,15,3,2021
2021-03-12,99.305,12,3,2021
2021-03-11,99.36,11,3,2021
2021-03-10,99.365,10,3,2021
2021-03-09,99.315,9,3,2021
2021-03-08,99.275,8,3,2021
2021-03-05,99.33,5,3,2021
2021-03-04,99.31,4,3,2021
2021-03-03,99.365,3,3,2021
2021-03-02,99.42,2,3,2021
2021-03-01,99.385,1,3,2021
2021-02-26,99.305,26,2,2021
2021-02-25,99.315,25,2,2021
2021-02-24,99.515,24,2,2021
2021-02-23,99.54,23,2,2021
2021-02-22,99.535,22,2,2021
2021-02-19,99.57,19,2,2021
2021-02-18,99.595,18,2,2021
2021-02-17,99.58,17,2,2021
2021-02-16,99.58,16,2,2021
2021-02-12,99.655,12,2,2021
2021-02-11,99.675,11,2,2021
2021-02-10,99.685,10,2,2021
2021-02-09,99.67,9,2,2021
2021-02-08,99.66,8,2,2021
2021-02-05,99.68,5,2,2021
2021-02-04,99.685,4,2,2021
2021-02-03,99.69,3,2,2021
2021-02-02,99.705,2,2,2021
2021-02-01,99.72,1,2,2021
2021-01-29,99.715,29,1,2021
2021-01-28,99.72,28,1,2021
2021-01-27,99.74,27,1,2021
2021-01-26,99.725,26,1,2021
2021-01-25,99.73,25,1,2021
2021-01-22,99.715,22,1,2021
2021-01-21,99.71,21,1,2021
2021-01-20,99.72,20,1,2021
2021-01-19,99.72,19,1,2021
2021-01-15,99.71,15,1,2021
2021-01-14,99.7,14,1,2021
2021-01-13,99.68,13,1,2021
2021-01-12,99.655,12,1,2021
2021-01-11,99.655,11,1,2021
2021-01-08,99.66,8,1,2021
2021-01-07,99.695,7,1,2021
2021-01-06,99.755,6,1,2021
2021-01-05,99.795,5,1,2021
2021-01-04,99.805,4,1,2021
2020-12-31,99.795,31,12,2020
2020-12-30,99.785,30,12,2020
2020-12-29,99.775,29,12,2020
2020-12-28,99.77,28,12,2020
2020-12-24,99.775,24,12,2020
2020-12-23,99.775,23,12,2020
2020-12-22,99.78,22,12,2020
2020-12-21,99.775,21,12,2020
2020-12-18,99.775,18,12,2020
2020-12-17,99.775,17,12,2020
2020-12-16,99.785,16,12,2020
2020-12-15,99.79,15,12,2020
2020-12-14,99.79,14,12,2020
2020-12-11,99.79,11,12,2020
2020-12-10,99.775,10,12,2020
2020-12-09,99.755,9,12,2020
2020-12-08,99.76,8,12,2020
2020-12-07,99.76,7,12,2020
2020-12-04,99.74,4,12,2020
2020-12-03,99.755,3,12,2020
2020-12-02,99.76,2,12,2020
2020-12-01,99.76,1,12,2020
2020-11-30,99.785,30,11,2020
2020-11-27,99.79,27,11,2020
2020-11-25,99.785,25,11,2020
2020-11-24,99.78,24,11,2020
2020-11-23,99.775,23,11,2020
2020-11-20,99.79,20,11,2020
2020-11-19,99.785,19,11,2020
2020-11-18,99.785,18,11,2020
2020-11-17,99.79,17,11,2020
2020-11-16,99.78,16,11,2020
2020-11-13,99.78,13,11,2020
2020-11-12,99.775,12,11,2020
2020-11-11,99.755,11,11,2020
2020-11-10,99.755,10,11,2020
2020-11-09,99.79,9,11,2020
2020-11-06,99.835,6,11,2020
2020-11-05,99.84,5,11,2020
2020-11-04,99.86,4,11,2020
2020-11-03,99.83,3,11,2020
2020-11-02,99.84,2,11,2020
2020-10-30,99.835,30,10,2020
2020-10-29,99.84,29,10,2020
2020-10-28,99.85,28,10,2020
2020-10-27,99.85,27,10,2020
2020-10-26,99.845,26,10,2020
2020-10-23,99.835,23,10,2020
2020-10-22,99.825,22,10,2020
2020-10-21,99.85,21,10,2020
2020-10-20,99.85,20,10,2020
2020-10-19,99.86,19,10,2020
2020-10-16,99.87,16,10,2020
2020-10-15,99.865,15,10,2020
2020-10-14,99.87,14,10,2020
2020-10-13,99.865,13,10,2020
2020-10-12,99.85,12,10,2020
2020-10-09,99.845,9,10,2020
2020-10-08,99.86,8,10,2020
2020-10-07,99.855,7,10,2020
2020-10-06,99.88,6,10,2020
2020-10-05,99.88,5,10,2020
2020-10-02,99.93,2,10,2020
2020-10-01,99.93,1,10,2020
2020-09-30,99.93,30,9,2020
2020-09-29,99.935,29,9,2020
2020-09-28,99.935,28,9,2020
2020-09-25,99.945,25,9,2020
2020-09-24,99.945,24,9,2020
2020-09-23,99.95,23,9,2020
2020-09-22,99.95,22,9,2020
2020-09-21,99.94,21,9,2020
2020-09-18,99.92,18,9,2020
2020-09-17,99.935,17,9,2020
2020-09-16,99.93,16,9,2020
2020-09-15,99.95,15,9,2020
2020-09-14,99.955,14,9,2020
2020-09-11,99.945,11,9,2020
2020-09-10,99.92,10,9,2020
2020-09-09,99.915,9,9,2020
2020-09-08,99.92,8,9,2020
2020-09-04,99.91,4,9,2020
2020-09-03,99.94,3,9,2020
2020-09-02,99.93,2,9,2020
2020-09-01,99.94,1,9,2020
2020-08-31,99.935,31,8,2020
2020-08-28,99.93,28,8,2020
2020-08-27,99.91,27,8,2020
2020-08-26,99.92,26,8,2020
2020-08-25,99.925,25,8,2020
2020-08-24,99.935,24,8,2020
2020-08-21,99.93,21,8,2020
2020-08-20,99.94,20,8,2020
2020-08-19,99.94,19,8,2020
2020-08-18,99.93,18,8,2020
2020-08-17,99.915,17,8,2020
2020-08-14,99.905,14,8,2020
2020-08-13,99.905,13,8,2020
2020-08-12,99.91,12,8,2020
2020-08-11,99.91,11,8,2020
2020-08-10,99.945,10,8,2020
2020-08-07,99.955,7,8,2020
2020-08-06,99.975,6,8,2020
2020-08-05,99.98,5,8,2020
2020-08-04,99.99,4,8,2020
2020-08-03,99.98,3,8,2020
2020-07-31,99.975,31,7,2020
2020-07-30,99.97,30,7,2020
2020-07-29,99.95,29,7,2020
2020-07-28,99.94,28,7,2020
2020-07-27,99.935,27,7,2020
2020-07-24,99.945,24,7,2020
2020-07-23,99.95,23,7,2020
2020-07-22,99.95,22,7,2020
2020-07-21,99.945,21,7,2020
2020-07-20,99.945,20,7,2020
2020-07-17,99.94,17,7,2020
2020-07-16,99.94,16,7,2020
2020-07-15,99.935,15,7,2020
2020-07-14,99.945,14,7,2020
2020-07-13,99.945,13,7,2020
2020-07-10,99.96,10,7,2020
2020-07-09,99.975,9,7,2020
2020-07-08,99.96,8,7,2020
2020-07-07,99.955,7,7,2020
2020-07-06,99.95,6,7,2020
2020-07-02,99.95,2,7,2020
2020-07-01,99.94,1,7,2020
2020-06-30,99.96,30,6,2020
2020-06-29,99.96,29,6,2020
2020-06-26,99.95,26,6,2020
2020-06-25,99.93,25,6,2020
2020-06-24,99.93,24,6,2020
2020-06-23,99.93,23,6,2020
2020-06-22,99.925,22,6,2020
2020-06-19,99.915,19,6,2020
2020-06-18,99.895,18,6,2020
2020-06-17,99.89,17,6,2020
2020-06-16,99.87,16,6,2020
2020-06-15,99.885,15,6,2020
2020-06-12,99.875,12,6,2020
2020-06-11,99.885,11,6,2020
2020-06-10,99.86,10,6,2020
2020-06-09,99.81,9,6,2020
2020-06-08,99.775,8,6,2020
2020-06-05,99.77,5,6,2020
2020-06-04,99.835,4,6,2020
2020-06-03,99.85,3,6,2020
2020-06-02,99.885,2,6,2020
2020-06-01,99.89,1,6,2020
2020-05-29,99.88,29,5,2020
2020-05-28,99.86,28,5,2020
2020-05-27,99.865,27,5,2020
2020-05-26,99.87,26,5,2020
2020-05-22,99.875,22,5,2020
2020-05-21,99.87,21,5,2020
2020-05-20,99.87,20,5,2020
2020-05-19,99.875,19,5,2020
2020-05-18,99.875,18,5,2020
2020-05-15,99.92,15,5,2020
2020-05-14,99.895,14,5,2020
2020-05-13,99.885,13,5,2020
2020-05-12,99.865,12,5,2020
2020-05-11,99.865,11,5,2020
2020-05-08,99.885,8,5,2020
2020-05-07,99.895,7,5,2020
2020-05-06,99.84,6,5,2020
2020-05-05,99.825,5,5,2020
2020-05-04,99.83,4,5,2020
2020-05-01,99.815,1,5,2020
2020-04-30,99.82,30,4,2020
2020-04-29,99.81,29,4,2020
2020-04-28,99.795,28,4,2020
2020-04-27,99.79,27,4,2020
2020-04-24,99.8,24,4,2020
2020-04-23,99.8,23,4,2020
2020-04-22,99.795,22,4,2020
2020-04-21,99.805,21,4,2020
2020-04-20,99.785,20,4,2020
2020-04-17,99.775,17,4,2020
2020-04-16,99.76,16,4,2020
2020-04-15,99.75,15,4,2020
2020-04-14,99.72,14,4,2020
2020-04-13,99.705,13,4,2020
2020-04-09,99.715,9,4,2020
2020-04-08,99.695,8,4,2020
2020-04-07,99.68,7,4,2020
2020-04-06,99.725,6,4,2020
2020-04-03,99.785,3,4,2020
2020-04-02,99.78,2,4,2020
2020-04-01,99.795,1,4,2020
2020-03-31,99.77,31,3,2020
2020-03-30,99.8,30,3,2020
2020-03-27,99.755,27,3,2020
2020-03-26,99.735,26,3,2020
2020-03-25,99.705,25,3,2020
2020-03-24,99.7,24,3,2020
2020-03-23,99.76,23,3,2020
2020-03-20,99.68,20,3,2020
2020-03-19,99.62,19,3,2020
2020-03-18,99.515,18,3,2020
2020-03-17,99.62,17,3,2020
2020-03-16,99.67,16,3,2020
2020-03-13,99.595,13,3,2020
2020-03-12,99.635,12,3,2020
2020-03-11,99.565,11,3,2020
2020-03-10,99.555,10,3,2020
2020-03-09,99.675,9,3,2020
2020-03-06,99.6,6,3,2020
2020-03-05,99.515,5,3,2020
2020-03-04,99.465,4,3,2020
2020-03-03,99.405,3,3,2020
2020-03-02,99.335,2,3,2020
2020-02-28,99.335,28,2,2020
2020-02-27,99.135,27,2,2020
2020-02-26,99.08,26,2,2020
2020-02-25,99.09,25,2,2020
2020-02-24,99.035,24,2,2020
2020-02-21,98.925,21,2,2020
2020-02-20,98.86,20,2,2020
2020-02-19,98.815,19,2,2020
2020-02-18,98.84,18,2,2020
2020-02-14,98.81,14,2,2020
2020-02-13,98.775,13,2,2020
2020-02-12,98.775,12,2,2020
2020-02-11,98.815,11,2,2020
2020-02-10,98.845,10,2,2020
2020-02-07,98.81,7,2,2020
2020-02-06,98.755,6,2,2020
2020-02-05,98.775,5,2,2020
2020-02-04,98.815,4,2,2020
2020-02-03,98.9,3,2,2020
2020-01-31,98.915,31,1,2020
2020-01-30,98.86,30,1,2020
2020-01-29,98.815,29,1,2020
2020-01-28,98.765,28,1,2020
2020-01-27,98.8,27,1,2020
2020-01-24,98.715,24,1,2020
2020-01-23,98.66,23,1,2020
2020-01-22,98.64,22,1,2020
2020-01-21,98.625,21,1,2020
2020-01-17,98.57,17,1,2020
2020-01-16,98.585,16,1,2020
2020-01-15,98.595,15,1,2020
2020-01-14,98.585,14,1,2020
2020-01-13,98.57,13,1,2020
2020-01-10,98.575,10,1,2020
2020-01-09,98.56,9,1,2020
2020-01-08,98.555,8,1,2020
2020-01-07,98.6,7,1,2020
2020-01-06,98.61,6,1,2020
2020-01-03,98.615,3,1,2020
2020-01-02,98.525,2,1,2020
2019-12-31,98.515,31,12,2019
2019-12-30,98.52,30,12,2019
2019-12-27,98.52,27,12,2019
2019-12-26,98.48,26,12,2019
2019-12-24,98.48,24,12,2019
2019-12-23,98.46,23,12,2019
2019-12-20,98.5,20,12,2019
2019-12-19,98.515,19,12,2019
2019-12-18,98.495,18,12,2019
2019-12-17,98.515,17,12,2019
2019-12-16,98.525,16,12,2019
2019-12-13,98.6,13,12,2019
2019-12-12,98.52,12,12,2019
2019-12-11,98.605,11,12,2019
2019-12-10,98.565,10,12,2019
2019-12-09,98.58,9,12,2019
2019-12-06,98.59,6,12,2019
2019-12-05,98.65,5,12,2019
2019-12-04,98.665,4,12,2019
2019-12-03,98.74,3,12,2019
2019-12-02,98.62,2,12,2019
2019-11-29,98.655,29,11,2019
2019-11-27,98.645,27,11,2019
2019-11-26,98.685,26,11,2019
2019-11-25,98.675,25,11,2019
2019-11-22,98.66,22,11,2019
2019-11-21,98.68,21,11,2019
2019-11-20,98.71,20,11,2019
2019-11-19,98.675,19,11,2019
2019-11-18,98.65,18,11,2019
2019-11-15,98.625,15,11,2019
2019-11-14,98.635,14,11,2019
2019-11-13,98.585,13,11,2019
2019-11-12,98.535,12,11,2019
2019-11-11,98.505,11,11,2019
2019-11-08,98.515,8,11,2019
2019-11-07,98.5,7,11,2019
2019-11-06,98.61,6,11,2019
2019-11-05,98.585,5,11,2019
2019-11-04,98.645,4,11,2019
2019-11-01,98.695,1,11,2019
2019-10-31,98.765,31,10,2019
2019-10-30,98.64,30,10,2019
2019-10-29,98.62,29,10,2019
2019-10-28,98.625,28,10,2019
2019-10-25,98.655,25,10,2019
2019-10-24,98.7,24,10,2019
2019-10-23,98.71,23,10,2019
2019-10-22,98.69,22,10,2019
2019-10-21,98.665,21,10,2019
2019-10-18,98.705,18,10,2019
2019-10-17,98.68,17,10,2019
2019-10-16,98.705,16,10,2019
2019-10-15,98.665,15,10,2019
2019-10-14,98.72,14,10,2019
2019-10-11,98.7,11,10,2019
2019-10-10,98.83,10,10,2019
2019-10-09,98.895,9,10,2019
2019-10-08,98.95,8,10,2019
2019-10-07,98.94,7,10,2019
2019-10-04,99.01,4,10,2019
2019-10-03,99.02,3,10,2019
2019-10-02,98.92,2,10,2019
2019-10-01,98.845,1,10,2019
2019-09-30,98.775,30,9,2019
2019-09-27,98.785,27,9,2019
2019-09-26,98.775,26,9,2019
2019-09-25,98.76,25,9,2019
2019-09-24,98.86,24,9,2019
2019-09-23,98.765,23,9,2019
2019-09-20,98.725,20,9,2019
2019-09-19,98.74,19,9,2019
2019-09-18,98.705,18,9,2019
2019-09-17,98.71,17,9,2019
2019-09-16,98.67,16,9,2019
2019-09-13,98.61,13,9,2019
2019-09-12,98.705,12,9,2019
2019-09-11,98.79,11,9,2019
2019-09-10,98.815,10,9,2019
2019-09-09,98.915,9,9,2019
2019-09-06,98.99,6,9,2019
2019-09-05,98.995,5,9,2019
2019-09-04,99.125,4,9,2019
2019-09-03,99.085,3,9,2019
2019-08-30,99.005,30,8,2019
2019-08-29,98.98,29,8,2019
2019-08-28,99.02,28,8,2019
2019-08-27,98.975,27,8,2019
2019-08-26,98.93,26,8,2019
2019-08-23,98.955,23,8,2019
2019-08-22,98.85,22,8,2019
2019-08-21,98.88,21,8,2019
2019-08-20,98.915,20,8,2019
2019-08-19,98.875,19,8,2019
2019-08-16,98.935,16,8,2019
2019-08-15,98.93,15,8,2019
2019-08-14,98.86,14,8,2019
2019-08-13,98.775,13,8,2019
2019-08-12,98.88,12,8,2019
2019-08-09,98.8,9,8,2019
2019-08-08,98.845,8,8,2019
2019-08-07,98.92,7,8,2019
2019-08-06,98.825,6,8,2019
2019-08-05,98.89,5,8,2019
2019-08-02,98.675,2,8,2019
2019-08-01,98.655,1,8,2019
2019-07-31,98.465,31,7,2019
2019-07-30,98.475,30,7,2019
2019-07-29,98.485,29,7,2019
2019-07-26,98.465,26,7,2019
2019-07-25,98.49,25,7,2019
2019-07-24,98.515,24,7,2019
2019-07-23,98.51,23,7,2019
2019-07-22,98.54,22,7,2019
2019-07-19,98.52,19,7,2019
2019-07-18,98.57,18,7,2019
2019-07-17,98.485,17,7,2019
2019-07-16,98.43,16,7,2019
2019-07-15,98.46,15,7,2019
2019-07-12,98.455,12,7,2019
2019-07-11,98.44,11,7,2019
2019-07-10,98.49,10,7,2019
2019-07-09,98.45,9,7,2019
2019-07-08,98.47,8,7,2019
2019-07-05,98.465,5,7,2019
2019-07-03,98.55,3,7,2019
2019-07-02,98.545,2,7,2019
2019-07-01,98.495,1,7,2019
2019-06-28,98.54,28,6,2019
2019-06-27,98.555,27,6,2019
2019-06-26,98.525,26,6,2019
2019-06-25,98.61,25,6,2019
2019-06-24,98.585,24,6,2019
2019-06-21,98.535,21,6,2019
2019-06-20,98.59,20,6,2019
2019-06-19,98.595,19,6,2019
2019-06-18,98.485,18,6,2019
2019-06-17,98.485,17,6,2019
2019-06-14,98.505,14,6,2019
2019-06-13,98.51,13,6,2019
2019-06-12,98.44,12,6,2019
2019-06-11,98.39,11,6,2019
2019-06-10,98.385,10,6,2019
2019-06-07,98.425,7,6,2019
2019-06-06,98.41,6,6,2019
2019-06-05,98.465,5,6,2019
2019-06-04,98.445,4,6,2019
2019-06-03,98.49,3,6,2019
2019-05-31,98.44,31,5,2019
2019-05-30,98.3,30,5,2019
2019-05-29,98.305,29,5,2019
2019-05-28,98.27,28,5,2019
2019-05-24,98.215,24,5,2019
2019-05-23,98.245,23,5,2019
2019-05-22,98.11,22,5,2019
2019-05-21,98.075,21,5,2019
2019-05-20,98.105,20,5,2019
2019-05-17,98.13,17,5,2019
2019-05-16,98.12,16,5,2019
2019-05-15,98.165,15,5,2019
2019-05-14,98.115,14,5,2019
2019-05-13,98.125,13,5,2019
2019-05-10,98.05,10,5,2019
2019-05-09,98.035,9,5,2019
2019-05-08,98,8,5,2019
2019-05-07,98.03,7,5,2019
2019-05-06,97.975,6,5,2019
2019-05-03,97.935,3,5,2019
2019-05-02,97.93,2,5,2019
2019-05-01,97.99,1,5,2019
2019-04-30,98.03,30,4,2019
2019-04-29,98.005,29,4,2019
2019-04-26,98.01,26,4,2019
2019-04-25,97.96,25,4,2019
2019-04-24,97.975,24,4,2019
2019-04-23,97.92,23,4,2019
2019-04-22,97.9,22,4,2019
2019-04-18,97.9,18,4,2019
2019-04-17,97.875,17,4,2019
2019-04-16,97.87,16,4,2019
2019-04-15,97.9,15,4,2019
2019-04-12,97.895,12,4,2019
2019-04-11,97.97,11,4,2019
2019-04-10,98.005,10,4,2019
2019-04-09,97.97,9,4,2019
2019-04-08,97.935,8,4,2019
2019-04-05,97.945,5,4,2019
2019-04-04,97.955,4,4,2019
2019-04-03,97.965,3,4,2019
2019-04-02,97.985,2,4,2019
2019-04-01,97.975,1,4,2019
2019-03-29,98.055,29,3,2019
2019-03-28,98.13,28,3,2019
2019-03-27,98.165,27,3,2019
2019-03-26,98.115,26,3,2019
2019-03-25,98.145,25,3,2019
2019-03-22,98.04,22,3,2019
2019-03-21,97.925,21,3,2019
2019-03-20,97.905,20,3,2019
2019-03-19,97.81,19,3,2019
2019-03-18,97.825,18,3,2019
2019-03-15,97.83,15,3,2019
2019-03-14,97.8,14,3,2019
2019-03-13,97.805,13,3,2019
2019-03-12,97.785,12,3,2019
2019-03-11,97.755,11,3,2019
2019-03-08,97.765,8,3,2019
2019-03-07,97.75,7,3,2019
2019-03-06,97.675,6,3,2019
2019-03-05,97.64,5,3,2019
2019-03-04,97.645,4,3,2019
2019-03-01,97.635,1,3,2019
2019-02-28,97.705,28,2,2019
2019-02-27,97.725,27,2,2019
2019-02-26,97.75,26,2,2019
2019-02-25,97.72,25,2,2019
2019-02-22,97.725,22,2,2019
2019-02-21,97.68,21,2,2019
2019-02-20,97.72,20,2,2019
2019-02-19,97.715,19,2,2019
2019-02-15,97.7,15,2,2019
2019-02-14,97.705,14,2,2019
2019-02-13,97.665,13,2,2019
2019-02-12,97.725,12,2,2019
2019-02-11,97.755,11,2,2019
2019-02-08,97.78,8,2,2019
2019-02-07,97.745,7,2,2019
2019-02-06,97.69,6,2,2019
2019-02-05,97.68,5,2,2019
2019-02-04,97.675,4,2,2019
2019-02-01,97.695,1,2,2019
2019-01-31,97.72,31,1,2019
2019-01-30,97.65,30,1,2019
2019-01-29,97.6,29,1,2019
2019-01-28,97.595,28,1,2019
2019-01-25,97.585,25,1,2019
2019-01-24,97.61,24,1,2019
2019-01-23,97.595,23,1,2019
2019-01-22,97.6,22,1,2019
2019-01-18,97.555,18,1,2019
2019-01-17,97.625,17,1,2019
2019-01-16,97.655,16,1,2019
2019-01-15,97.68,15,1,2019
2019-01-14,97.67,14,1,2019
2019-01-11,97.675,11,1,2019
2019-01-10,97.66,10,1,2019
2019-01-09,97.665,9,1,2019
2019-01-08,97.655,8,1,2019
2019-01-07,97.725,7,1,2019
2019-01-04,97.77,4,1,2019
2019-01-03,97.835,3,1,2019
2019-01-02,97.65,2,1,2019
2018-12-31,97.66,31,12,2018
2018-12-28,97.655,28,12,2018
2018-12-27,97.645,27,12,2018
2018-12-26,97.59,26,12,2018
2018-12-24,97.565,24,12,2018
2018-12-21,97.505,21,12,2018
2018-12-20,97.47,20,12,2018
2018-12-19,97.46,19,12,2018
2018-12-18,97.455,18,12,2018
2018-12-17,97.405,17,12,2018
2018-12-14,97.37,14,12,2018
